Year_Month,Travel_Mode,Card_type,Trip
2022-04,Train,Senior/Pensioner,1792395
2022-04,Train,Sgl Trip Rail Adult,59034
2022-04,Train,Sgl Trip Rail Child/Youth,31540
2022-05,Bus,Adult,5632116
2022-05,Bus,Adult Single Bus Trip 1,106
2022-05,Bus,Adult Single Bus Trip 2,34
2022-05,Bus,Adult Single Bus Trip 3,16
2022-05,Bus,CTP,3857044
2022-05,Bus,Child/Youth,550795
2022-05,Bus,Child/Youth Single Bus Trip 1,2
2022-05,Bus,Child/Youth Single Bus Trip 2,4
2022-05,Bus,Concession,756242
2022-05,Bus,Day Pass Child/Youth w/o SAF,17
2022-05,Bus,Day Pass without SAF,555
2022-05,Bus,Employee,54714
2022-05,Bus,Free Travel,25184
2022-05,Bus,On Demand,21803
2022-05,Bus,School Student,1453409
2022-05,Bus,Senior/Pensioner,2859536
2022-05,Ferry,Adult,285457
2022-05,Ferry,CTP,326216
2022-05,Ferry,Child/Youth,47597
2022-05,Ferry,Concession,15636
2022-05,Ferry,Day Pass without SAF,22
2022-05,Ferry,Employee,4405
2022-05,Ferry,Free Travel,1576
2022-05,Ferry,School Student,10250
2022-05,Ferry,Senior/Pensioner,140823
2022-05,Ferry,Sgl Trip Ferry Adult,16156
2022-05,Ferry,Sgl Trip Ferry Child/Youth,7719
2022-05,Light rail,Adult,941120
2022-05,Light rail,CTP,714401
2022-05,Light rail,Child/Youth,58003
2022-05,Light rail,Concession,147144
2022-05,Light rail,Day Pass without SAF,25
2022-05,Light rail,Employee,7314
2022-05,Light rail,Free Travel,2750
2022-05,Light rail,School Student,34231
2022-05,Light rail,Senior/Pensioner,306419
2022-05,Light rail,Sgl Trip LR Adult,2277
2022-05,Light rail,Sgl Trip LR Child/Youth,915
2022-05,Metro,Adult,682645
2022-05,Metro,CTP,386701
2022-05,Metro,Child/Youth,76054
2022-05,Metro,Concession,160565
2022-05,Metro,Day Pass without SAF,11
2022-05,Metro,Employee,9020
2022-05,Metro,Free Travel,1291
2022-05,Metro,School Student,132269
2022-05,Metro,Senior/Pensioner,106441
2022-05,Metro,Sgl Trip Rail Adult,4086
2022-05,Metro,Sgl Trip Rail Child/Youth,4230
2022-05,Train,Adult,9530862
2022-05,Train,CTP,5491488
2022-05,Train,Child/Youth,514081
2022-05,Train,Concession,1075324
2022-05,Train,Day Pass Child/Youth w/o SAF,62
2022-05,Train,Day Pass without SAF,579
2022-05,Train,Employee,221741
2022-05,Train,Free Travel,20779
2022-05,Train,School Student,1012990
2022-05,Train,Senior/Pensioner,2003021
2022-05,Train,Sgl Trip Rail Adult,81255
2022-05,Train,Sgl Trip Rail Child/Youth,34097
2022-06,Bus,Adult,5574794
2022-06,Bus,Adult Single Bus Trip 1,93
2022-06,Bus,Adult Single Bus Trip 2,39
2022-06,Bus,Adult Single Bus Trip 3,8
2022-06,Bus,CTP,3877626
2022-06,Bus,Child/Youth,568172
2022-06,Bus,Child/Youth Single Bus Trip 1,4
2022-06,Bus,Child/Youth Single Bus Trip 2,2
2022-06,Bus,Concession,663253
2022-06,Bus,Day Pass Child/Youth w/o SAF,15
2022-06,Bus,Day Pass without SAF,665
2022-06,Bus,Employee,55746
2022-06,Bus,Free Travel,25494
2022-06,Bus,On Demand,19223
2022-06,Bus,School Student,1333603
2022-06,Bus,Senior/Pensioner,2859395
2022-06,Ferry,Adult,346291
2022-06,Ferry,CTP,406455
2022-06,Ferry,Child/Youth,81404
2022-06,Ferry,Concession,18557
2022-06,Ferry,Day Pass without SAF,16
2022-06,Ferry,Employee,5103
2022-06,Ferry,Free Travel,1857
2022-06,Ferry,School Student,8959
2022-06,Ferry,Senior/Pensioner,170352
2022-06,Ferry,Sgl Trip Ferry Adult,23803
2022-06,Ferry,Sgl Trip Ferry Child/Youth,16354
2022-06,Light rail,Adult,974646
2022-06,Light rail,CTP,765968
2022-06,Light rail,Child/Youth,82612
2022-06,Light rail,Concession,238148
2022-06,Light rail,Day Pass without SAF,29
2022-06,Light rail,Employee,8092
2022-06,Light rail,Free Travel,2926
2022-06,Light rail,School Student,30928
2022-06,Light rail,Senior/Pensioner,337616
2022-06,Light rail,Sgl Trip LR Adult,2940
2022-06,Light rail,Sgl Trip LR Child/Youth,1753
2022-06,Metro,Adult,675361
2022-06,Metro,CTP,382184
2022-06,Metro,Child/Youth,87208
2022-06,Metro,Concession,113875
2022-06,Metro,Day Pass without SAF,5
2022-06,Metro,Employee,9548
2022-06,Metro,Free Travel,1147
2022-06,Metro,School Student,127005
2022-06,Metro,Senior/Pensioner,114975
2022-06,Metro,Sgl Trip Rail Adult,4440
2022-06,Metro,Sgl Trip Rail Child/Youth,5245
2022-06,Train,Adult,9599430
2022-06,Train,CTP,5787575
2022-06,Train,Child/Youth,658677
2022-06,Train,Concession,926877
2022-06,Train,Day Pass Child/Youth w/o SAF,196
2022-06,Train,Day Pass without SAF,752
2022-06,Train,Employee,223849
2022-06,Train,Free Travel,20476
2022-06,Train,School Student,928372
2022-06,Train,Senior/Pensioner,2065840
2022-06,Train,Sgl Trip Rail Adult,96650
2022-06,Train,Sgl Trip Rail Child/Youth,53636
2022-07,Bus,Adult,5385400
2022-07,Bus,Adult Single Bus Trip 1,85
2022-07,Bus,Adult Single Bus Trip 2,40
2022-07,Bus,Adult Single Bus Trip 3,18
2022-07,Bus,CTP,3838227
2022-07,Bus,Child/Youth,677145
2022-07,Bus,Child/Youth Single Bus Trip 1,1
2022-07,Bus,Child/Youth Single Bus Trip 3,1
2022-07,Bus,Concession,619503
2022-07,Bus,Day Pass Child/Youth w/o SAF,2
2022-07,Bus,Day Pass without SAF,591
2022-07,Bus,Employee,51073
2022-07,Bus,Free Travel,22670
2022-07,Bus,On Demand,18983
2022-07,Bus,School Student,649786
2022-07,Bus,Senior/Pensioner,2590620
2022-07,Ferry,Adult,257423
2022-07,Ferry,CTP,289461
2022-07,Ferry,Child/Youth,71905
2022-07,Ferry,Concession,12041
2022-07,Ferry,Day Pass without SAF,7
2022-07,Ferry,Employee,3361
2022-07,Ferry,Free Travel,1202
2022-07,Ferry,School Student,3722
2022-07,Ferry,Senior/Pensioner,104607
2022-07,Ferry,Sgl Trip Ferry Adult,21046
2022-07,Ferry,Sgl Trip Ferry Child/Youth,15127
2022-07,Light rail,Adult,941788
2022-07,Light rail,CTP,741452
2022-07,Light rail,Child/Youth,107183
2022-07,Light rail,Concession,191810
2022-07,Light rail,Day Pass Child/Youth w/o SAF,4
2022-07,Light rail,Day Pass without SAF,29
2022-07,Light rail,Employee,7201
2022-07,Light rail,Free Travel,2344
2022-07,Light rail,School Student,14828
2022-07,Light rail,Senior/Pensioner,275890
2022-07,Light rail,Sgl Trip LR Adult,3443
2022-07,Light rail,Sgl Trip LR Child/Youth,2392
2022-07,Metro,Adult,602643
2022-07,Metro,CTP,341982
2022-07,Metro,Child/Youth,113396
2022-07,Metro,Concession,102727
2022-07,Metro,Day Pass without SAF,8
2022-07,Metro,Employee,7928
2022-07,Metro,Free Travel,990
2022-07,Metro,School Student,64043
2022-07,Metro,Senior/Pensioner,94024
2022-07,Metro,Sgl Trip Rail Adult,3943
2022-07,Metro,Sgl Trip Rail Child/Youth,5458
2022-07,Train,Adult,8505857
2022-07,Train,CTP,5029629
2022-07,Train,Child/Youth,657340
2022-07,Train,Concession,821714
2022-07,Train,Day Pass Child/Youth w/o SAF,10
2022-07,Train,Day Pass without SAF,558
2022-07,Train,Employee,142520
2022-07,Train,Free Travel,16303
2022-07,Train,School Student,446561
2022-07,Train,Senior/Pensioner,1673035
2022-07,Train,Sgl Trip Rail Adult,78750
2022-07,Train,Sgl Trip Rail Child/Youth,46925
2022-08,Bus,Adult,6018740
2022-08,Bus,Adult Single Bus Trip 1,94
2022-08,Bus,Adult Single Bus Trip 2,52
2022-08,Bus,Adult Single Bus Trip 3,22
2022-08,Bus,CTP,4329612
2022-08,Bus,Child/Youth,556563
2022-08,Bus,Concession,898039
2022-08,Bus,Day Pass Child/Youth w/o SAF,9
2022-08,Bus,Day Pass without SAF,787
2022-08,Bus,Employee,55583
2022-08,Bus,Free Travel,26661
2022-08,Bus,On Demand,21070
2022-08,Bus,School Student,1558539
2022-08,Bus,Senior/Pensioner,2936059
2022-08,Ferry,Adult,294302
2022-08,Ferry,CTP,341515
2022-08,Ferry,Child/Youth,44986
2022-08,Ferry,Concession,16600
2022-08,Ferry,Day Pass without SAF,7
2022-08,Ferry,Employee,3470
2022-08,Ferry,Free Travel,1429
2022-08,Ferry,School Student,9400
2022-08,Ferry,Senior/Pensioner,137410
2022-08,Ferry,Sgl Trip Ferry Adult,21714
2022-08,Ferry,Sgl Trip Ferry Child/Youth,9912
2022-08,Light rail,Adult,982069
2022-08,Light rail,CTP,778397
2022-08,Light rail,Child/Youth,61505
2022-08,Light rail,Concession,172408
2022-08,Light rail,Day Pass Child/Youth w/o SAF,5
2022-08,Light rail,Day Pass without SAF,38
2022-08,Light rail,Employee,7555
2022-08,Light rail,Free Travel,2619
2022-08,Light rail,School Student,33868
2022-08,Light rail,Senior/Pensioner,307001
2022-08,Light rail,Sgl Trip LR Adult,3200
2022-08,Light rail,Sgl Trip LR Child/Youth,1261
2022-08,Metro,Adult,680455
2022-08,Metro,CTP,399797
2022-08,Metro,Child/Youth,68298
2022-08,Metro,Concession,186240
2022-08,Metro,Day Pass without SAF,3
2022-08,Metro,Employee,8780
2022-08,Metro,Free Travel,1041
2022-08,Metro,School Student,148403
2022-08,Metro,Senior/Pensioner,102663
2022-08,Metro,Sgl Trip Rail Adult,3449
2022-08,Metro,Sgl Trip Rail Child/Youth,3428
2022-08,Train,Adult,8832790
2022-08,Train,CTP,5206540
2022-08,Train,Child/Youth,416534
2022-08,Train,Concession,1138259
2022-08,Train,Day Pass Child/Youth w/o SAF,7
2022-08,Train,Day Pass without SAF,562
2022-08,Train,Employee,108228
2022-08,Train,Free Travel,15758
2022-08,Train,School Student,896023
2022-08,Train,Senior/Pensioner,1783567
2022-08,Train,Sgl Trip Rail Adult,68780
2022-08,Train,Sgl Trip Rail Child/Youth,24711
2022-09,Bus,Adult,5809458
2022-09,Bus,Adult Single Bus Trip 1,81
2022-09,Bus,Adult Single Bus Trip 2,48
2022-09,Bus,Adult Single Bus Trip 3,24
2022-09,Bus,CTP,4348438
2022-09,Bus,Child/Youth,623682
2022-09,Bus,Child/Youth Single Bus Trip 1,5
2022-09,Bus,Child/Youth Single Bus Trip 2,7
2022-09,Bus,Concession,747522
2022-09,Bus,Day Pass Child/Youth w/o SAF,6
2022-09,Bus,Day Pass without SAF,693
2022-09,Bus,Employee,53584
2022-09,Bus,Free Travel,24843
2022-09,Bus,On Demand,21062
2022-09,Bus,School Student,1050246
2022-09,Bus,Senior/Pensioner,2807482
2022-09,Ferry,Adult,302439
2022-09,Ferry,CTP,369608
2022-09,Ferry,Child/Youth,69066
2022-09,Ferry,Concession,14785
2022-09,Ferry,Day Pass Child/Youth w/o SAF,6
2022-09,Ferry,Day Pass without SAF,34
2022-09,Ferry,Employee,3624
2022-09,Ferry,Free Travel,1485
2022-09,Ferry,School Student,7475
2022-09,Ferry,Senior/Pensioner,135130
2022-09,Ferry,Sgl Trip Ferry Adult,24863
2022-09,Ferry,Sgl Trip Ferry Child/Youth,15116
2022-09,Light rail,Adult,1017785
2022-09,Light rail,CTP,839697
2022-09,Light rail,Child/Youth,91882
2022-09,Light rail,Concession,202936
2022-09,Light rail,Day Pass without SAF,19
2022-09,Light rail,Employee,7184
2022-09,Light rail,Free Travel,2657
2022-09,Light rail,School Student,26405
2022-09,Light rail,Senior/Pensioner,305705
2022-09,Light rail,Sgl Trip LR Adult,3426
2022-09,Light rail,Sgl Trip LR Child/Youth,1837
2022-09,Metro,Adult,660673
2022-09,Metro,CTP,397176
2022-09,Metro,Child/Youth,88386
2022-09,Metro,Concession,132959
2022-09,Metro,Day Pass without SAF,4
2022-09,Metro,Employee,7222
2022-09,Metro,Free Travel,922
2022-09,Metro,School Student,103633
2022-09,Metro,Senior/Pensioner,106598
2022-09,Metro,Sgl Trip Rail Adult,3587
2022-09,Metro,Sgl Trip Rail Child/Youth,3904
2022-09,Train,Adult,8976720
2022-09,Train,CTP,5584493
2022-09,Train,Child/Youth,563286
2022-09,Train,Concession,1010931
2022-09,Train,Day Pass Child/Youth w/o SAF,11
2022-09,Train,Day Pass without SAF,661
2022-09,Train,Employee,118894
2022-09,Train,Free Travel,16554
2022-09,Train,School Student,632981
2022-09,Train,Senior/Pensioner,1849464
2022-09,Train,Sgl Trip Rail Adult,76159
2022-09,Train,Sgl Trip Rail Child/Youth,34558
2022-10,Bus,Adult,6136773
2022-10,Bus,Adult Single Bus Trip 1,134
2022-10,Bus,Adult Single Bus Trip 2,42
2022-10,Bus,Adult Single Bus Trip 3,22
2022-10,Bus,CTP,4854953
2022-10,Bus,Child/Youth,683823
2022-10,Bus,Concession,774831
2022-10,Bus,Day Pass Child/Youth w/o SAF,18
2022-10,Bus,Day Pass without SAF,788
2022-10,Bus,Employee,56671
2022-10,Bus,Free Travel,26586
2022-10,Bus,On Demand,20702
2022-10,Bus,School Student,1066215
2022-10,Bus,Senior/Pensioner,2961033
2022-10,Ferry,Adult,325122
2022-10,Ferry,CTP,390884
2022-10,Ferry,Child/Youth,70259
2022-10,Ferry,Concession,13911
2022-10,Ferry,Day Pass Child/Youth w/o SAF,45
2022-10,Ferry,Day Pass without SAF,11
2022-10,Ferry,Employee,3867
2022-10,Ferry,Free Travel,1684
2022-10,Ferry,School Student,6787
2022-10,Ferry,Senior/Pensioner,149758
2022-10,Ferry,Sgl Trip Ferry Adult,27587
2022-10,Ferry,Sgl Trip Ferry Child/Youth,12306
2022-10,Light rail,Adult,1019352
2022-10,Light rail,CTP,920500
2022-10,Light rail,Child/Youth,85426
2022-10,Light rail,Concession,190739
2022-10,Light rail,Day Pass Child/Youth w/o SAF,45
2022-10,Light rail,Day Pass without SAF,40
2022-10,Light rail,Employee,7197
2022-10,Light rail,Free Travel,2675
2022-10,Light rail,School Student,20003
2022-10,Light rail,Senior/Pensioner,320637
2022-10,Light rail,Sgl Trip LR Adult,4414
2022-10,Light rail,Sgl Trip LR Child/Youth,1665
2022-10,Metro,Adult,642145
2022-10,Metro,CTP,408491
2022-10,Metro,Child/Youth,90128
2022-10,Metro,Concession,144844
2022-10,Metro,Day Pass without SAF,12
2022-10,Metro,Employee,8227
2022-10,Metro,Free Travel,1069
2022-10,Metro,School Student,104338
2022-10,Metro,Senior/Pensioner,109339
2022-10,Metro,Sgl Trip Rail Adult,3953
2022-10,Metro,Sgl Trip Rail Child/Youth,4472
2022-10,Train,Adult,9482179
2022-10,Train,CTP,6285173
2022-10,Train,Child/Youth,605550
2022-10,Train,Concession,1046116
2022-10,Train,Day Pass Child/Youth w/o SAF,72
2022-10,Train,Day Pass without SAF,713
2022-10,Train,Employee,132850
2022-10,Train,Free Travel,17974
2022-10,Train,School Student,661274
2022-10,Train,Senior/Pensioner,2046978
2022-10,Train,Sgl Trip Rail Adult,92735
2022-10,Train,Sgl Trip Rail Child/Youth,38905
2022-11,Bus,Adult,6474148
2022-11,Bus,Adult Single Bus Trip 1,91
2022-11,Bus,Adult Single Bus Trip 2,36
2022-11,Bus,Adult Single Bus Trip 3,22
2022-11,Bus,CTP,5249541
2022-11,Bus,Child/Youth,627975
2022-11,Bus,Child/Youth Single Bus Trip 1,1
2022-11,Bus,Child/Youth Single Bus Trip 2,3
2022-11,Bus,Child/Youth Single Bus Trip 3,1
2022-11,Bus,Concession,683684
2022-11,Bus,Day Pass Child/Youth w/o SAF,11
2022-11,Bus,Day Pass without SAF,846
2022-11,Bus,Employee,60203
2022-11,Bus,Free Travel,29299
2022-11,Bus,On Demand,21311
2022-11,Bus,School Student,1430322
2022-11,Bus,Senior/Pensioner,3198927
2022-11,Ferry,Adult,371568
2022-11,Ferry,CTP,488778
2022-11,Ferry,Child/Youth,54727
2022-11,Ferry,Concession,16325
2022-11,Ferry,Day Pass Child/Youth w/o SAF,69
2022-11,Ferry,Day Pass without SAF,21
2022-11,Ferry,Employee,4163
2022-11,Ferry,Free Travel,1842
2022-11,Ferry,School Student,10021
2022-11,Ferry,Senior/Pensioner,172226
2022-11,Ferry,Sgl Trip Ferry Adult,31619
2022-11,Ferry,Sgl Trip Ferry Child/Youth,8872
2022-11,Light rail,Adult,1063223
2022-11,Light rail,CTP,956717
2022-11,Light rail,Child/Youth,66409
2022-11,Light rail,Concession,183694
2022-11,Light rail,Day Pass Child/Youth w/o SAF,2
2022-11,Light rail,Day Pass without SAF,44
2022-11,Light rail,Employee,7874
2022-11,Light rail,Free Travel,2913
2022-11,Light rail,School Student,28666
2022-11,Light rail,Senior/Pensioner,331749
2022-11,Light rail,Sgl Trip LR Adult,3875
2022-11,Light rail,Sgl Trip LR Child/Youth,967
2022-11,Metro,Adult,604879
2022-11,Metro,CTP,386998
2022-11,Metro,Child/Youth,74878
2022-11,Metro,Concession,96744
2022-11,Metro,Day Pass without SAF,11
2022-11,Metro,Employee,7755
2022-11,Metro,Free Travel,930
2022-11,Metro,School Student,112233
2022-11,Metro,Senior/Pensioner,104597
2022-11,Metro,Sgl Trip Rail Adult,4073
2022-11,Metro,Sgl Trip Rail Child/Youth,3742
2022-11,Train,Adult,8160819
2022-11,Train,CTP,5503863
2022-11,Train,Child/Youth,443403
2022-11,Train,Concession,706517
2022-11,Train,Day Pass Child/Youth w/o SAF,137
2022-11,Train,Day Pass without SAF,629
2022-11,Train,Employee,120096
2022-11,Train,Free Travel,16005
2022-11,Train,School Student,684882
2022-11,Train,Senior/Pensioner,1762103
2022-11,Train,Sgl Trip Rail Adult,81731
2022-11,Train,Sgl Trip Rail Child/Youth,25125
2022-12,Bus,Adult,6005060
2022-12,Bus,Adult Single Bus Trip 1,89
2022-12,Bus,Adult Single Bus Trip 2,26
2022-12,Bus,Adult Single Bus Trip 3,23
2022-12,Bus,CTP,5154068
2022-12,Bus,Child/Youth,779633
2022-12,Bus,Child/Youth Single Bus Trip 1,2
2022-12,Bus,Child/Youth Single Bus Trip 2,1
2022-12,Bus,Concession,540844
2022-12,Bus,Day Pass Child/Youth w/o SAF,76
2022-12,Bus,Day Pass without SAF,875
2022-12,Bus,Employee,57600
2022-12,Bus,Free Travel,27112
2022-12,Bus,On Demand,19991
2022-12,Bus,School Student,609216
2022-12,Bus,Senior/Pensioner,3033997
2022-12,Ferry,Adult,429176
2022-12,Ferry,CTP,566889
2022-12,Ferry,Child/Youth,103735
2022-12,Ferry,Concession,17670
2022-12,Ferry,Day Pass Child/Youth w/o SAF,99
2022-12,Ferry,Day Pass without SAF,27
2022-12,Ferry,Employee,4430
2022-12,Ferry,Free Travel,1886
2022-12,Ferry,School Student,5633
2022-12,Ferry,Senior/Pensioner,168663
2022-12,Ferry,Sgl Trip Ferry Adult,40557
2022-12,Ferry,Sgl Trip Ferry Child/Youth,22256
2022-12,Light rail,Adult,1158784
2022-12,Light rail,CTP,1053040
2022-12,Light rail,Child/Youth,129748
2022-12,Light rail,Concession,102961
2022-12,Light rail,Day Pass Child/Youth w/o SAF,195
2022-12,Light rail,Day Pass without SAF,73
2022-12,Light rail,Employee,8923
2022-12,Light rail,Free Travel,2934
2022-12,Light rail,School Student,14245
2022-12,Light rail,Senior/Pensioner,354456
2022-12,Light rail,Sgl Trip LR Adult,5591
2022-12,Light rail,Sgl Trip LR Child/Youth,3115
2022-12,Metro,Adult,674886
2022-12,Metro,CTP,467954
2022-12,Metro,Child/Youth,126355
2022-12,Metro,Concession,90333
2022-12,Metro,Day Pass without SAF,13
2022-12,Metro,Employee,9087
2022-12,Metro,Free Travel,1212
2022-12,Metro,School Student,65619
2022-12,Metro,Senior/Pensioner,127601
2022-12,Metro,Sgl Trip Rail Adult,6339
2022-12,Metro,Sgl Trip Rail Child/Youth,7821
2022-12,Train,Adult,9440309
2022-12,Train,CTP,6825016
2022-12,Train,Child/Youth,801421
2022-12,Train,Concession,729352
2022-12,Train,Day Pass Child/Youth w/o SAF,90
2022-12,Train,Day Pass without SAF,958
2022-12,Train,Employee,205108
2022-12,Train,Free Travel,20288
2022-12,Train,School Student,401437
2022-12,Train,Senior/Pensioner,2128260
2022-12,Train,Sgl Trip Rail Adult,117625
2022-12,Train,Sgl Trip Rail Child/Youth,63508
2023-01,Bus,Adult,5837688
2023-01,Bus,Adult Single Bus Trip 1,118
2023-01,Bus,Adult Single Bus Trip 2,39
2023-01,Bus,Adult Single Bus Trip 3,16
2023-01,Bus,CTP,5225867
2023-01,Bus,Child/Youth,937575
2023-01,Bus,Child/Youth Single Bus Trip 1,4
2023-01,Bus,Child/Youth Single Bus Trip 3,2
2023-01,Bus,Concession,497056
2023-01,Bus,Day Pass Child/Youth w/o SAF,27
2023-01,Bus,Day Pass without SAF,843
2023-01,Bus,Employee,53044
2023-01,Bus,Free Travel,24933
2023-01,Bus,On Demand,20233
2023-01,Bus,School Student,68263
2023-01,Bus,Senior/Pensioner,2864913
2023-01,Ferry,Adult,458697
2023-01,Ferry,CTP,602638
2023-01,Ferry,Child/Youth,156183
2023-01,Ferry,Concession,16483
2023-01,Ferry,Day Pass without SAF,3
2023-01,Ferry,Employee,5006
2023-01,Ferry,Free Travel,2108
2023-01,Ferry,School Student,592
2023-01,Ferry,Senior/Pensioner,198602
2023-01,Ferry,Sgl Trip Ferry Adult,42441
2023-01,Ferry,Sgl Trip Ferry Child/Youth,27107
2023-01,Light rail,Adult,1110981
2023-01,Light rail,CTP,1031438
2023-01,Light rail,Child/Youth,170987
2023-01,Light rail,Concession,93351
2023-01,Light rail,Day Pass Child/Youth w/o SAF,2
2023-01,Light rail,Day Pass without SAF,40
2023-01,Light rail,Employee,8167
2023-01,Light rail,Free Travel,3026
2023-01,Light rail,School Student,2246
2023-01,Light rail,Senior/Pensioner,358571
2023-01,Light rail,Sgl Trip LR Adult,5136
2023-01,Light rail,Sgl Trip LR Child/Youth,3370
2023-01,Metro,Adult,616617
2023-01,Metro,CTP,415504
2023-01,Metro,Child/Youth,150281
2023-01,Metro,Concession,79385
2023-01,Metro,Day Pass without SAF,10
2023-01,Metro,Employee,7705
2023-01,Metro,Free Travel,1034
2023-01,Metro,School Student,7161
2023-01,Metro,Senior/Pensioner,117304
2023-01,Metro,Sgl Trip Rail Adult,5058
2023-01,Metro,Sgl Trip Rail Child/Youth,7938
2023-01,Train,Adult,9018713
2023-01,Train,CTP,6630220
2023-01,Train,Child/Youth,967399
2023-01,Train,Concession,663041
2023-01,Train,Day Pass Child/Youth w/o SAF,17
2023-01,Train,Day Pass without SAF,892
2023-01,Train,Employee,193986
2023-01,Train,Free Travel,18695
2023-01,Train,School Student,46014
2023-01,Train,Senior/Pensioner,2013174
2023-01,Train,Sgl Trip Rail Adult,103423
2023-01,Train,Sgl Trip Rail Child/Youth,72852
2023-02,Bus,Adult,6556480
2023-02,Bus,Adult Single Bus Trip 1,123
2023-02,Bus,Adult Single Bus Trip 2,45
2023-02,Bus,Adult Single Bus Trip 3,18
2023-02,Bus,CTP,5722372
2023-02,Bus,Child/Youth,711553
2023-02,Bus,Child/Youth Single Bus Trip 1,3
2023-02,Bus,Concession,744808
2023-02,Bus,Day Pass Child/Youth w/o SAF,17
2023-02,Bus,Day Pass without SAF,797
2023-02,Bus,Employee,56198
2023-02,Bus,Free Travel,27684
2023-02,Bus,On Demand,20943
2023-02,Bus,School Student,1649956
2023-02,Bus,Senior/Pensioner,3008755
2023-02,Ferry,Adult,372101
2023-02,Ferry,CTP,522601
2023-02,Ferry,Child/Youth,44689
2023-02,Ferry,Concession,16731
2023-02,Ferry,Day Pass without SAF,11
2023-02,Ferry,Employee,4377
2023-02,Ferry,Free Travel,1734
2023-02,Ferry,School Student,9663
2023-02,Ferry,Senior/Pensioner,177824
2023-02,Ferry,Sgl Trip Ferry Adult,29743
2023-02,Ferry,Sgl Trip Ferry Child/Youth,6722
2023-02,Light rail,Adult,1156528
2023-02,Light rail,CTP,1117377
2023-02,Light rail,Child/Youth,86549
2023-02,Light rail,Concession,227531
2023-02,Light rail,Day Pass without SAF,49
2023-02,Light rail,Employee,7841
2023-02,Light rail,Free Travel,2880
2023-02,Light rail,School Student,39837
2023-02,Light rail,Senior/Pensioner,355797
2023-02,Light rail,Sgl Trip LR Adult,3896
2023-02,Light rail,Sgl Trip LR Child/Youth,919
2023-02,Metro,Adult,719458
2023-02,Metro,CTP,480110
2023-02,Metro,Child/Youth,92516
2023-02,Metro,Concession,126243
2023-02,Metro,Day Pass without SAF,15
2023-02,Metro,Employee,8932
2023-02,Metro,Free Travel,1186
2023-02,Metro,School Student,148817
2023-02,Metro,Senior/Pensioner,119054
2023-02,Metro,Sgl Trip Rail Adult,4560
2023-02,Metro,Sgl Trip Rail Child/Youth,4013
2023-02,Train,Adult,9966221
2023-02,Train,CTP,7363351
2023-02,Train,Child/Youth,588340
2023-02,Train,Concession,1028752
2023-02,Train,Day Pass Child/Youth w/o SAF,43
2023-02,Train,Day Pass without SAF,744
2023-02,Train,Employee,203824
2023-02,Train,Free Travel,21275
2023-02,Train,School Student,1020671
2023-02,Train,Senior/Pensioner,2096692
2023-02,Train,Sgl Trip Rail Adult,99920
2023-02,Train,Sgl Trip Rail Child/Youth,34769
2023-03,Bus,Adult,7519038
2023-03,Bus,Adult Single Bus Trip 1,166
2023-03,Bus,Adult Single Bus Trip 2,43
2023-03,Bus,Adult Single Bus Trip 3,35
2023-03,Bus,CTP,6535087
2023-03,Bus,Child/Youth,700890
2023-03,Bus,Child/Youth Single Bus Trip 1,2
2023-03,Bus,Child/Youth Single Bus Trip 2,1
2023-03,Bus,Child/Youth Single Bus Trip 3,4
2023-03,Bus,Concession,1124148
2023-03,Bus,Day Pass Child/Youth w/o SAF,5
2023-03,Bus,Day Pass without SAF,828
2023-03,Bus,Employee,63019
2023-03,Bus,Free Travel,31190
2023-03,Bus,On Demand,23727
2023-03,Bus,School Student,1838842
2023-03,Bus,Senior/Pensioner,3379990
2023-03,Ferry,Adult,392791
2023-03,Ferry,CTP,560673
2023-03,Ferry,Child/Youth,47928
2023-03,Ferry,Concession,20678
2023-03,Ferry,Day Pass without SAF,14
2023-03,Ferry,Employee,4107
2023-03,Ferry,Free Travel,1835
2023-03,Ferry,School Student,11554
2023-03,Ferry,Senior/Pensioner,179375
2023-03,Ferry,Sgl Trip Ferry Adult,30795
2023-03,Ferry,Sgl Trip Ferry Child/Youth,9368
2023-03,Light rail,Adult,1263515
2023-03,Light rail,CTP,1240900
2023-03,Light rail,Child/Youth,79402
2023-03,Light rail,Concession,328904
2023-03,Light rail,Day Pass without SAF,32
2023-03,Light rail,Employee,8668
2023-03,Light rail,Free Travel,3118
2023-03,Light rail,School Student,46106
2023-03,Light rail,Senior/Pensioner,372739
2023-03,Light rail,Sgl Trip LR Adult,3803
2023-03,Light rail,Sgl Trip LR Child/Youth,1069
2023-03,Metro,Adult,859491
2023-03,Metro,CTP,593827
2023-03,Metro,Child/Youth,94967
2023-03,Metro,Concession,236763
2023-03,Metro,Day Pass without SAF,16
2023-03,Metro,Employee,10210
2023-03,Metro,Free Travel,1577
2023-03,Metro,School Student,173163
2023-03,Metro,Senior/Pensioner,135604
2023-03,Metro,Sgl Trip Rail Adult,4970
2023-03,Metro,Sgl Trip Rail Child/Youth,4484
2023-03,Train,Adult,11361473
2023-03,Train,CTP,8328869
2023-03,Train,Child/Youth,581902
2023-03,Train,Concession,1610377
2023-03,Train,Day Pass Child/Youth w/o SAF,35
2023-03,Train,Day Pass without SAF,753
2023-03,Train,Employee,226388
2023-03,Train,Free Travel,23917
2023-03,Train,School Student,1167751
2023-03,Train,Senior/Pensioner,2317254
2023-03,Train,Sgl Trip Rail Adult,110408
2023-03,Train,Sgl Trip Rail Child/Youth,40080
